ablation,dataset,regime,split,seed,episodes,success,success_probability,mechanism_recall,coverage_false_negative,tail_failure,redundancy_rate,selection_cost,data_efficiency_proxy
minus_failure_recovery_axis,bimanual_manipulation,contact_transition_gap,combined_stress,2,84,0.4762,0.5287,0.5515,0.0634,0.0992,0.1482,0.1925,0.6185
minus_failure_recovery_axis,bimanual_manipulation,contact_transition_gap,combined_stress,3,84,0.6071,0.5448,0.5666,0.0602,0.1009,0.1496,0.1925,0.6314
minus_failure_recovery_axis,bimanual_manipulation,contact_transition_gap,combined_stress,4,84,0.4881,0.5502,0.556,0.0733,0.1054,0.1476,0.1925,0.6044
minus_failure_recovery_axis,bimanual_manipulation,contact_transition_gap,combined_stress,5,84,0.5119,0.5541,0.5602,0.0573,0.0999,0.15,0.1925,0.616
minus_failure_recovery_axis,bimanual_manipulation,contact_transition_gap,combined_stress,6,84,0.5119,0.5379,0.53,0.0606,0.1,0.1487,0.1925,0.6206
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,0,84,0.5952,0.5408,0.5548,0.0764,0.1021,0.1452,0.1925,0.6193
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,1,84,0.5714,0.5431,0.5413,0.067,0.1118,0.1498,0.1925,0.6183
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,2,84,0.5476,0.5418,0.5689,0.0619,0.1033,0.1483,0.1925,0.6326
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,3,84,0.5714,0.5389,0.5509,0.0603,0.1051,0.1488,0.1925,0.6252
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,4,84,0.6071,0.5422,0.5595,0.0614,0.0921,0.1597,0.1925,0.6253
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,5,84,0.4643,0.5406,0.5724,0.0563,0.0951,0.1535,0.1925,0.6182
minus_failure_recovery_axis,bimanual_manipulation,force_tactile_gap,combined_stress,6,84,0.4881,0.5494,0.5515,0.0679,0.1032,0.1466,0.1925,0.6315
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,0,84,0.6071,0.5322,0.5514,0.0878,0.1114,0.153,0.1925,0.6124
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,1,84,0.5238,0.5303,0.562,0.0838,0.1171,0.1489,0.1925,0.618
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,2,84,0.5238,0.5199,0.555,0.0869,0.1075,0.1442,0.1925,0.6194
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,3,84,0.5238,0.5412,0.5677,0.0828,0.1163,0.1604,0.1925,0.6276
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,4,84,0.4881,0.5277,0.5647,0.0894,0.1089,0.1465,0.1925,0.611
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,5,84,0.5833,0.5128,0.5434,0.0854,0.1012,0.1462,0.1925,0.612
minus_failure_recovery_axis,bimanual_manipulation,recovery_gap,combined_stress,6,84,0.4881,0.5171,0.55,0.0744,0.1119,0.1541,0.1925,0.6192
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,0,84,0.619,0.5267,0.543,0.0746,0.112,0.1501,0.1925,0.5993
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,1,84,0.5238,0.5277,0.5512,0.0673,0.1124,0.1441,0.1925,0.6206
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,2,84,0.5357,0.5248,0.5571,0.0774,0.1177,0.1521,0.1925,0.6186
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,3,84,0.6071,0.5383,0.5541,0.0673,0.117,0.1471,0.1925,0.6197
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,4,84,0.5952,0.5295,0.5606,0.0724,0.1164,0.1539,0.1925,0.6314
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,5,84,0.5238,0.5366,0.5618,0.0725,0.1123,0.151,0.1925,0.6099
minus_failure_recovery_axis,bimanual_manipulation,deformable_gap,combined_stress,6,84,0.5714,0.5279,0.5528,0.0774,0.1086,0.1499,0.1925,0.6213
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,0,84,0.5833,0.5208,0.5578,0.0675,0.113,0.1504,0.1925,0.6251
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,1,84,0.5357,0.5278,0.55,0.0815,0.1107,0.1518,0.1925,0.6234
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,2,84,0.4762,0.5376,0.5454,0.0723,0.1107,0.1556,0.1925,0.6025
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,3,84,0.5238,0.5368,0.5483,0.0743,0.1147,0.1454,0.1925,0.6158
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,4,84,0.5952,0.5443,0.5469,0.0707,0.1138,0.1497,0.1925,0.6208
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,5,84,0.4762,0.5392,0.5587,0.0726,0.1157,0.1462,0.1925,0.6193
minus_failure_recovery_axis,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,6,84,0.5357,0.5323,0.5601,0.0764,0.1114,0.1553,0.1925,0.6213
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,0,84,0.5,0.5179,0.5572,0.1003,0.1256,0.1541,0.1925,0.6317
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,1,84,0.4405,0.503,0.5524,0.0974,0.1299,0.1485,0.1925,0.6197
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,2,84,0.4167,0.5128,0.5491,0.0988,0.1384,0.1514,0.1925,0.6178
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,3,84,0.5119,0.5168,0.5614,0.0932,0.1315,0.1521,0.1925,0.6234
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,4,84,0.5238,0.5051,0.5369,0.0966,0.1262,0.1524,0.1925,0.614
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,5,84,0.5714,0.5129,0.5572,0.1087,0.136,0.1511,0.1925,0.6175
minus_failure_recovery_axis,bimanual_manipulation,combined_coverage_gap,combined_stress,6,84,0.5,0.5132,0.5381,0.094,0.1137,0.1536,0.1925,0.6167
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,0,84,0.5952,0.5791,0.5544,0.0395,0.0533,0.1461,0.1925,0.6229
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,1,84,0.5238,0.5729,0.5451,0.0341,0.0511,0.1508,0.1925,0.6166
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,2,84,0.5,0.5764,0.5499,0.0268,0.0432,0.1477,0.1925,0.6186
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,3,84,0.5,0.5642,0.5578,0.0314,0.054,0.1568,0.1925,0.6038
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,4,84,0.619,0.569,0.5426,0.0303,0.0536,0.1488,0.1925,0.63
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,5,84,0.6071,0.5709,0.5411,0.0295,0.0636,0.1517,0.1925,0.6337
minus_failure_recovery_axis,tactile_contact_rich,nominal_coverage,combined_stress,6,84,0.5595,0.5656,0.5602,0.0387,0.0566,0.1472,0.1925,0.6318
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,0,84,0.4881,0.5308,0.5459,0.0816,0.0968,0.1545,0.1925,0.6223
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,1,84,0.5595,0.5322,0.5661,0.0738,0.0999,0.1416,0.1925,0.6207
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,2,84,0.5357,0.5414,0.5542,0.0748,0.1002,0.1502,0.1925,0.6111
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,3,84,0.4286,0.5257,0.5581,0.0799,0.0943,0.1468,0.1925,0.6166
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,4,84,0.5595,0.532,0.5644,0.081,0.0993,0.1455,0.1925,0.6212
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,5,84,0.5952,0.5323,0.5484,0.0868,0.0969,0.145,0.1925,0.6271
minus_failure_recovery_axis,tactile_contact_rich,contact_transition_gap,combined_stress,6,84,0.5357,0.5294,0.5628,0.0856,0.1077,0.1513,0.1925,0.624
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,0,84,0.5595,0.5302,0.5621,0.0899,0.1006,0.1512,0.1925,0.6246
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,1,84,0.5238,0.5207,0.5434,0.0873,0.1041,0.1454,0.1925,0.6326
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,2,84,0.5,0.5208,0.5598,0.0845,0.102,0.1474,0.1925,0.6177
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,3,84,0.5357,0.5041,0.5661,0.0911,0.1023,0.1539,0.1925,0.6366
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,4,84,0.5119,0.5143,0.5518,0.0985,0.1061,0.1453,0.1925,0.6238
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,5,84,0.5119,0.5193,0.5641,0.0897,0.1005,0.1535,0.1925,0.6247
minus_failure_recovery_axis,tactile_contact_rich,force_tactile_gap,combined_stress,6,84,0.4643,0.5173,0.5454,0.0924,0.1055,0.1524,0.1925,0.6373
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,0,84,0.5357,0.5133,0.5743,0.1084,0.1138,0.1571,0.1925,0.6213
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,1,84,0.5833,0.5144,0.5502,0.102,0.1131,0.1477,0.1925,0.6218
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,2,84,0.5952,0.505,0.5599,0.1148,0.1217,0.1518,0.1925,0.6326
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,3,84,0.5119,0.5109,0.5654,0.1026,0.1132,0.1541,0.1925,0.6226
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,4,84,0.4643,0.5043,0.5464,0.111,0.1082,0.1532,0.1925,0.6268
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,5,84,0.4762,0.5016,0.56,0.1021,0.1178,0.1509,0.1925,0.6168
minus_failure_recovery_axis,tactile_contact_rich,recovery_gap,combined_stress,6,84,0.4762,0.5184,0.5581,0.1034,0.1051,0.1502,0.1925,0.6096
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,0,84,0.4405,0.5138,0.5477,0.1012,0.1195,0.1452,0.1925,0.6289
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,1,84,0.4643,0.5169,0.5427,0.0972,0.1104,0.151,0.1925,0.6207
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,2,84,0.5595,0.5123,0.5567,0.0978,0.1164,0.1447,0.1925,0.6208
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,3,84,0.5,0.5199,0.5488,0.0897,0.1124,0.1478,0.1925,0.616
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,4,84,0.4881,0.503,0.5455,0.0942,0.1043,0.1509,0.1925,0.6265
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,5,84,0.4881,0.5138,0.5612,0.0927,0.1156,0.1489,0.1925,0.6215
minus_failure_recovery_axis,tactile_contact_rich,deformable_gap,combined_stress,6,84,0.5119,0.5126,0.5557,0.0916,0.0966,0.155,0.1925,0.6215
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,0,84,0.5714,0.5112,0.553,0.0903,0.1115,0.1503,0.1925,0.6209
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,1,84,0.5714,0.5194,0.5645,0.0904,0.1104,0.1584,0.1925,0.6085
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,2,84,0.4762,0.5233,0.5386,0.0884,0.117,0.153,0.1925,0.612
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,3,84,0.5476,0.5035,0.5548,0.0918,0.1036,0.1456,0.1925,0.6158
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,4,84,0.4881,0.525,0.5569,0.0904,0.1143,0.1444,0.1925,0.6196
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,5,84,0.5,0.5061,0.5515,0.1067,0.1075,0.1507,0.1925,0.6218
minus_failure_recovery_axis,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,6,84,0.5238,0.499,0.5515,0.0807,0.1175,0.1512,0.1925,0.6235
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,0,84,0.4643,0.4774,0.5585,0.1297,0.1352,0.147,0.1925,0.6305
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,1,84,0.4881,0.4862,0.5461,0.1313,0.1196,0.1539,0.1925,0.6171
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,2,84,0.5952,0.4953,0.5453,0.1337,0.126,0.1403,0.1925,0.612
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,3,84,0.5,0.4741,0.5453,0.1354,0.1276,0.149,0.1925,0.6301
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,4,84,0.4048,0.4768,0.5435,0.1401,0.1267,0.1465,0.1925,0.6183
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,5,84,0.4881,0.4777,0.5597,0.1343,0.1208,0.1513,0.1925,0.611
minus_failure_recovery_axis,tactile_contact_rich,combined_coverage_gap,combined_stress,6,84,0.4524,0.4833,0.559,0.1383,0.1233,0.1466,0.1925,0.6243
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,0,84,0.5238,0.5535,0.5543,0.0244,0.0575,0.1574,0.1925,0.604
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,1,84,0.5595,0.5695,0.568,0.032,0.0503,0.1466,0.1925,0.6143
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,2,84,0.6786,0.5673,0.5317,0.035,0.0517,0.1538,0.1925,0.6331
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,3,84,0.6071,0.5632,0.5493,0.031,0.0541,0.1479,0.1925,0.6052
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,4,84,0.5714,0.564,0.5476,0.0336,0.0531,0.1474,0.1925,0.6224
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,5,84,0.6071,0.5623,0.553,0.0327,0.0589,0.152,0.1925,0.6193
minus_failure_recovery_axis,deformable_objects,nominal_coverage,combined_stress,6,84,0.619,0.5543,0.5557,0.0391,0.0527,0.1532,0.1925,0.6264
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,0,84,0.5714,0.5278,0.5515,0.076,0.1029,0.1527,0.1925,0.6176
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,1,84,0.5595,0.5283,0.5602,0.0704,0.102,0.1467,0.1925,0.6142
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,2,84,0.5714,0.5244,0.5708,0.0734,0.0956,0.1455,0.1925,0.6091
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,3,84,0.5952,0.529,0.5576,0.0798,0.1008,0.1552,0.1925,0.6218
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,4,84,0.4881,0.5192,0.5379,0.0718,0.1067,0.1481,0.1925,0.6194
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,5,84,0.5119,0.5259,0.5557,0.0803,0.1036,0.1477,0.1925,0.6236
minus_failure_recovery_axis,deformable_objects,contact_transition_gap,combined_stress,6,84,0.619,0.533,0.5476,0.0726,0.1018,0.1447,0.1925,0.6321
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,0,84,0.6071,0.5207,0.5449,0.0845,0.1046,0.1427,0.1925,0.6345
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,1,84,0.6429,0.5267,0.5481,0.0866,0.1116,0.141,0.1925,0.619
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,2,84,0.5,0.5215,0.5544,0.079,0.1071,0.1493,0.1925,0.61
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,3,84,0.5238,0.5269,0.5518,0.0829,0.1095,0.1529,0.1925,0.6214
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,4,84,0.5714,0.518,0.5631,0.0887,0.1128,0.1561,0.1925,0.622
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,5,84,0.5476,0.5259,0.5682,0.0906,0.0967,0.1491,0.1925,0.6206
minus_failure_recovery_axis,deformable_objects,force_tactile_gap,combined_stress,6,84,0.5119,0.5202,0.5601,0.0798,0.1205,0.1447,0.1925,0.6311
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,0,84,0.4643,0.4842,0.5523,0.1096,0.1229,0.1445,0.1925,0.6102
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,1,84,0.381,0.4873,0.5709,0.11,0.1196,0.1451,0.1925,0.6316
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,2,84,0.5238,0.4956,0.548,0.096,0.1109,0.1409,0.1925,0.6269
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,3,84,0.4167,0.5022,0.5332,0.1033,0.1126,0.1467,0.1925,0.6235
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,4,84,0.5,0.4947,0.5486,0.1121,0.1092,0.1473,0.1925,0.6208
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,5,84,0.5,0.5036,0.5509,0.1139,0.1228,0.1471,0.1925,0.6214
minus_failure_recovery_axis,deformable_objects,recovery_gap,combined_stress,6,84,0.5357,0.5089,0.5571,0.1054,0.1136,0.147,0.1925,0.6276
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,0,84,0.5357,0.4977,0.5634,0.1083,0.1148,0.1479,0.1925,0.6233
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,1,84,0.4881,0.5028,0.5505,0.1093,0.1197,0.1625,0.1925,0.6258
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,2,84,0.5357,0.4959,0.5621,0.1028,0.1195,0.141,0.1925,0.6295
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,3,84,0.5238,0.5069,0.5539,0.108,0.1109,0.1483,0.1925,0.6161
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,4,84,0.4643,0.4946,0.564,0.1076,0.1218,0.1495,0.1925,0.6133
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,5,84,0.5119,0.4957,0.5499,0.106,0.1083,0.1497,0.1925,0.6225
minus_failure_recovery_axis,deformable_objects,deformable_gap,combined_stress,6,84,0.4524,0.4964,0.5606,0.1052,0.106,0.1514,0.1925,0.6154
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,0,84,0.5595,0.5136,0.5627,0.0986,0.1183,0.148,0.1925,0.6136
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,1,84,0.4881,0.5002,0.5512,0.1012,0.1277,0.1551,0.1925,0.6254
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,2,84,0.4643,0.4923,0.5721,0.0934,0.1208,0.1495,0.1925,0.6229
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,3,84,0.4643,0.5024,0.5515,0.0919,0.1167,0.1459,0.1925,0.6156
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,4,84,0.5833,0.5031,0.5495,0.1011,0.1198,0.1488,0.1925,0.6289
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,5,84,0.4286,0.4968,0.5589,0.0928,0.1208,0.1501,0.1925,0.6212
minus_failure_recovery_axis,deformable_objects,irreversible_side_effect_gap,combined_stress,6,84,0.4405,0.4989,0.5475,0.0886,0.1108,0.1514,0.1925,0.6135
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,0,84,0.4405,0.4645,0.5439,0.138,0.1384,0.1531,0.1925,0.6157
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,1,84,0.4524,0.4649,0.5482,0.14,0.1311,0.1505,0.1925,0.6216
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,2,84,0.4405,0.4582,0.5516,0.1397,0.1365,0.1476,0.1925,0.6278
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,3,84,0.4881,0.47,0.572,0.1465,0.1368,0.1426,0.1925,0.6079
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,4,84,0.5238,0.4771,0.5814,0.1518,0.1414,0.1487,0.1925,0.6117
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,5,84,0.4643,0.4605,0.5575,0.1321,0.1395,0.1506,0.1925,0.6046
minus_failure_recovery_axis,deformable_objects,combined_coverage_gap,combined_stress,6,84,0.4524,0.4725,0.5656,0.1365,0.1322,0.1512,0.1925,0.6128
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,0,84,0.5833,0.5988,0.6122,0.0326,0.0481,0.2087,0.1837,0.5969
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,1,84,0.5357,0.5998,0.5971,0.0254,0.0428,0.2111,0.1837,0.5897
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,2,84,0.619,0.5958,0.6113,0.0215,0.043,0.2071,0.1837,0.5979
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,3,84,0.5833,0.6016,0.6027,0.0208,0.056,0.2134,0.1837,0.6094
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,4,84,0.631,0.5959,0.593,0.0261,0.0565,0.2132,0.1837,0.5842
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,5,84,0.6429,0.5944,0.5962,0.0211,0.0423,0.2053,0.1837,0.5827
minus_redundancy_penalty,single_arm_tabletop,nominal_coverage,combined_stress,6,84,0.5357,0.5908,0.6051,0.023,0.0491,0.2172,0.1837,0.5986
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,0,84,0.5595,0.5703,0.616,0.0448,0.0887,0.2093,0.1837,0.5948
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,1,84,0.5238,0.5793,0.5925,0.0494,0.0962,0.2096,0.1837,0.5866
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,2,84,0.5714,0.5855,0.6138,0.0461,0.0855,0.2111,0.1837,0.594
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,3,84,0.7024,0.5776,0.6156,0.0465,0.0923,0.2028,0.1837,0.5958
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,4,84,0.6429,0.577,0.6205,0.0441,0.0858,0.2065,0.1837,0.6093
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,5,84,0.5476,0.5789,0.6029,0.0406,0.1041,0.2106,0.1837,0.6002
minus_redundancy_penalty,single_arm_tabletop,contact_transition_gap,combined_stress,6,84,0.6548,0.5878,0.6025,0.0435,0.0806,0.2112,0.1837,0.6052
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,0,84,0.5595,0.5634,0.6056,0.0502,0.0863,0.2168,0.1837,0.6063
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,1,84,0.6429,0.5689,0.6134,0.0386,0.0897,0.2073,0.1837,0.5994
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,2,84,0.5952,0.5856,0.6132,0.0377,0.0915,0.204,0.1837,0.5988
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,3,84,0.5714,0.5661,0.6212,0.0387,0.1027,0.2158,0.1837,0.6029
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,4,84,0.5476,0.5851,0.5904,0.0443,0.0881,0.2154,0.1837,0.6021
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,5,84,0.4881,0.5864,0.6012,0.0491,0.091,0.2038,0.1837,0.5963
minus_redundancy_penalty,single_arm_tabletop,force_tactile_gap,combined_stress,6,84,0.5357,0.5829,0.615,0.0455,0.0956,0.2149,0.1837,0.5952
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,0,84,0.6548,0.5717,0.5935,0.0482,0.1003,0.2111,0.1837,0.6135
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,1,84,0.5476,0.5623,0.6084,0.0473,0.1022,0.2127,0.1837,0.617
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,2,84,0.5833,0.572,0.5897,0.0496,0.0968,0.2178,0.1837,0.5971
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,3,84,0.6071,0.5775,0.6138,0.0529,0.0887,0.2044,0.1837,0.5989
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,4,84,0.5714,0.5779,0.6076,0.0534,0.0994,0.209,0.1837,0.6013
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,5,84,0.5714,0.5673,0.5975,0.0489,0.0952,0.2117,0.1837,0.5953
minus_redundancy_penalty,single_arm_tabletop,recovery_gap,combined_stress,6,84,0.5238,0.5739,0.5981,0.0456,0.0949,0.2035,0.1837,0.6112
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,0,84,0.5476,0.5761,0.6087,0.0408,0.0939,0.2047,0.1837,0.6048
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,1,84,0.6071,0.5801,0.6079,0.0411,0.0862,0.2083,0.1837,0.6067
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,2,84,0.5952,0.5769,0.5947,0.0458,0.0893,0.2116,0.1837,0.6046
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,3,84,0.631,0.5588,0.5999,0.0406,0.0949,0.2091,0.1837,0.5932
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,4,84,0.5476,0.5759,0.6002,0.0414,0.0862,0.2084,0.1837,0.593
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,5,84,0.5238,0.5744,0.6163,0.047,0.0943,0.207,0.1837,0.6173
minus_redundancy_penalty,single_arm_tabletop,deformable_gap,combined_stress,6,84,0.6071,0.5747,0.6098,0.0469,0.0941,0.2107,0.1837,0.5885
